id,rol,sexo,edad,tipo,modelo
1828,PEATON,Masculino,50,PEATON,
1829,CONDUCTOR,Masculino,47,MOTO,AX  100
1830,PASAJERO/ACOMPAÑANTE,Masculino,27,MOTO,XR 150
1831,PEATON,Masculino,81,PEATON,
1832,PEATON,Femenino,73,PEATON,
1833,CONDUCTOR,Masculino,40,AUTO PARTICULAR,FOCUS
1834,PEATON,Masculino,62,PEATON,
1835,CICLISTA,Femenino,20,BICICLETA,NO HAY DATOS
1836,CONDUCTOR,Masculino,31,MOTO,220
1837,CONDUCTOR,Masculino,27,MOTO,YBR
1838,CONDUCTOR,Masculino,23,MOTO,125
1839,PASAJERO/ACOMPAÑANTE,Masculino,999,SIN DATOS,
1840,CONDUCTOR,Masculino,53,CAMION,NO HAY DATOS
1841,PEATON,Masculino,6,PEATON,
1842,CONDUCTOR,Masculino,20,MOTO,FZ 16
1842,CONDUCTOR,Masculino,20,MOTO,FZ 16
1843,CICLISTA,Masculino,30,BICICLETA,MONTAIN BIKE
1844,CONDUCTOR,Masculino,23,MOTO,STORM
1845,CONDUCTOR,Masculino,40,AUTO PARTICULAR,ASTRA
1845,CONDUCTOR,Masculino,40,AUTO PARTICULAR,ASTRA
1846,PASAJERO/ACOMPAÑANTE,Femenino,33,MOTO,150
1847,CONDUCTOR,Masculino,49,MOTO,CARGO
1848,CONDUCTOR,Masculino,49,MOTO,CARGO
1849,CONDUCTOR,Femenino,49,AUTO PARTICULAR,Logan
1849,CONDUCTOR,Femenino,49,AUTO PARTICULAR,Logan
1850,PEATON,Femenino,51,PEATON,
1851,CONDUCTOR,Masculino,32,MOTO,NO HAY DATOS
1851,CONDUCTOR,Masculino,32,MOTO,NO HAY DATOS
1852,PEATON,Femenino,45,PEATON,
1853,PASAJERO/ACOMPAÑANTE,Masculino,26,AUTO (no se especifica si es particular o de alquiler),GOL
1854,CONDUCTOR,Masculino,20,MOTO,NO HAY DATOS
1855,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,CG TITAN
1855,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,CG TITAN
1855,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,CG TITAN
1855,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,CG TITAN
1856,CONDUCTOR,Femenino,32,AUTO PARTICULAR,CLASICC
1857,PASAJERO/ACOMPAÑANTE,Femenino,23,CAMIONETA,SPRINTER
1858,CONDUCTOR,Masculino,22,AUTO PARTICULAR,MEGANE
1859,CONDUCTOR,Masculino,26,MOTO,YBR 125
1860,CONDUCTOR,Femenino,66,AUTO PARTICULAR,GOL TREND
1861,CONDUCTOR,Masculino,999,AUTO (no se especifica si es particular o de alquiler),CORSA
1862,PEATON,Femenino,72,PEATON,
1863,CONDUCTOR,Femenino,40,AUTO PARTICULAR,GOLF
1864,CONDUCTOR,Masculino,25,AUTO PARTICULAR,CORSA
1865,PEATON,Femenino,40,PEATON,
1866,PEATON,Femenino,36,PEATON,
1867,PASAJERO/ACOMPAÑANTE,Femenino,31,AUTO PARTICULAR,CLIO
1867,PASAJERO/ACOMPAÑANTE,Femenino,31,AUTO PARTICULAR,CLIO
1868,PEATON,Masculino,26,PEATON,
1869,PEATON,Masculino,12,PEATON,
1870,CONDUCTOR,Masculino,22,AUTO PARTICULAR,NO HAY DATOS
1871,CONDUCTOR,Masculino,25,MOTO,150
1872,CONDUCTOR,Masculino,39,MOTO,NO HAY DATOS
1873,CONDUCTOR,Masculino,23,MOTO,RX 150
1873,CONDUCTOR,Femenino,26,CAMIONETA,F 1000
1874,PEATON,Femenino,42,PEATON,
1875,PEATON,Masculino,21,PEATON,
1876,PEATON,Masculino,41,PEATON,
1877,PASAJERO/ACOMPAÑANTE,Femenino,37,MOTO,XT660R
1878,CONDUCTOR,Masculino,26,AUTO PARTICULAR,SPIN
1879,PASAJERO/ACOMPAÑANTE,Femenino,32,SIN DATOS,
1880,CONDUCTOR,Femenino,19,MOTO,CB 1
1881,PASAJERO/ACOMPAÑANTE,Masculino,85,AUTO PARTICULAR,UNO
1882,PEATON,Femenino,29,PEATON,
1883,CONDUCTOR,Masculino,35,AUTO PARTICULAR,CIVIC
1884,CONDUCTOR,Masculino,62,BICICLETA,NO HAY DATOS
1885,PEATON,Femenino,34,PEATON,
1886,CONDUCTOR,Masculino,34,MOTO,STORM
1887,PEATON,Masculino,88,PEATON,
1888,PEATON,Masculino,21,PEATON,
1889,CONDUCTOR,Masculino,43,MOTO,CG TITAN
1890,CONDUCTOR,Masculino,43,MOTO,XTZ 250
1891,CONDUCTOR,Masculino,35,MOTO,TITAN ESD
1892,PEATON,Femenino,81,PEATON,
1893,CONDUCTOR,Masculino,25,MOTO,135
1894,CONDUCTOR,Masculino,999,BICICLETA,MONTAIN BIKE
1895,CONDUCTOR,Masculino,31,MOTO,TWISTER
1896,CONDUCTOR,Masculino,29,MOTO,XR
1897,PASAJERO/ACOMPAÑANTE,Masculino,11,AUTO PARTICULAR,ATOS
1897,PASAJERO/ACOMPAÑANTE,Masculino,11,AUTO PARTICULAR,ATOS
1898,CONDUCTOR,Masculino,27,MOTO,NO HAY DATOS
1898,CONDUCTOR,Masculino,36,MOTO,NO HAY DATOS
1898,CONDUCTOR,Masculino,36,MOTO,NO HAY DATOS
1899,PEATON,Masculino,64,PEATON,
1900,CONDUCTOR,Masculino,35,AUTO PARTICULAR,CIVIC
1901,CONDUCTOR,Masculino,35,MOTO,YBR 125
1902,CONDUCTOR,Masculino,28,MOTO,BIZ
1903,CONDUCTOR,Masculino,33,MOTO,MAX 110
1904,CONDUCTOR,Femenino,34,AUTO PARTICULAR,FIESTA
1905,CONDUCTOR,Femenino,72,AUTO PARTICULAR,GOL
1906,CONDUCTOR,Masculino,22,MOTO,NO HAY DATOS
1907,PASAJERO/ACOMPAÑANTE,Femenino,45,SIN DATOS,
1908,CONDUCTOR,Masculino,32,MOTO,135 L5
1909,PASAJERO/ACOMPAÑANTE,Masculino,33,SIN DATOS,
1910,CONDUCTOR,Masculino,26,MOTO,ELITE 125
1911,CONDUCTOR,Masculino,30,MOTO,110
1912,CONDUCTOR,Femenino,31,MOTO,RX
1913,CONDUCTOR,Masculino,35,MOTO,NO HAY DATOS
1914,CONDUCTOR,Masculino,66,BICICLETA,NO HAY DATOS
1915,CONDUCTOR,Masculino,26,AUTO PARTICULAR,SPIN
1916,CONDUCTOR,Masculino,21,MOTO,NO HAY DATOS
1917,CONDUCTOR,Masculino,30,MOTO,150
1917,CONDUCTOR,Masculino,30,MOTO,150
1918,CICLISTA,Masculino,50,BICICLETA,NO HAY DATOS
1919,CICLISTA,Femenino,27,BICICLETA,NO HAY DATOS
1920,PEATON,Masculino,50,PEATON,
1921,CONDUCTOR,Masculino,27,MOTO,CG TITAN
1922,CONDUCTOR,Masculino,28,MOTO,STYLE
1923,PEATON,Masculino,57,PEATON,
1924,CONDUCTOR,Masculino,34,MOTO,NINJA
1925,PEATON,Masculino,18,PEATON,
1926,CONDUCTOR,Masculino,25,MOTO,NO HAY DATOS
1927,PEATON,Femenino,81,PEATON,
1928,CONDUCTOR,Masculino,41,MOTO,IBR
1929,PEATON,Masculino,66,PEATON,
1929,PEATON,Masculino,66,PEATON,
1930,CONDUCTOR,Femenino,17,MOTO,YBR
1931,CONDUCTOR,Masculino,39,MOTO,RX 150
1932,CONDUCTOR,Masculino,26,MOTO,AQUILA 200
1933,CONDUCTOR,Masculino,22,MOTO,SMX 200
1934,PEATON,Masculino,49,PEATON,
1935,PEATON,Femenino,2,PEATON,
1936,PEATON,Masculino,22,PEATON,
1936,PEATON,Masculino,22,PEATON,
1937,CONDUCTOR,Masculino,23,MOTO,CG TITAN
1938,CONDUCTOR,Masculino,38,AUTO PARTICULAR,POLO
1939,CONDUCTOR,Masculino,58,MOTO,200
1940,PEATON,Femenino,26,PEATON,
1941,CONDUCTOR,Masculino,21,TAXI/REMIS,SPIN
1941,CONDUCTOR,Masculino,21,TAXI/REMIS,SPIN
1942,CONDUCTOR,Masculino,40,AUTO PARTICULAR,FALCON
1943,CONDUCTOR,Masculino,20,MOTO,YBR 125
1944,CICLISTA,Masculino,44,BICICLETA,NO HAY DATOS
1945,PASAJERO/ACOMPAÑANTE,Masculino,23,AUTO PARTICULAR,206
1946,PASAJERO/ACOMPAÑANTE,Masculino,23,SIN DATOS,
1947,CONDUCTOR,Masculino,45,MOTO,F 650
1948,CONDUCTOR,Masculino,19,MOTO,CB1 125
1949,CONDUCTOR,Masculino,19,MOTO,150
1950,PASAJERO/ACOMPAÑANTE,Masculino,3,TAXI/REMIS,ETIOS
1951,CONDUCTOR,Masculino,27,MOTO,XR
1952,CONDUCTOR,Masculino,21,MOTO,TRIAX
1953,CONDUCTOR,Masculino,21,MOTO,RX 150
1954,CONDUCTOR,Femenino,40,AUTO PARTICULAR,FIT
1954,PASAJERO/ACOMPAÑANTE,Femenino,15,AUTO PARTICULAR,FIT
1955,CONDUCTOR,Masculino,43,AUTO PARTICULAR,CORSA
1956,CONDUCTOR,Masculino,17,MOTO,YBR
1957,PEATON,Masculino,27,PEATON,
1958,CONDUCTOR,Femenino,40,AUTO PARTICULAR,PASSAT
1958,CONDUCTOR,Masculino,34,MOTO,ER6N
1959,CONDUCTOR,Masculino,31,MOTO,YBR 125
1960,PEATON,Masculino,39,PEATON,
1961,PEATON,Femenino,39,PEATON,
1962,CONDUCTOR,Masculino,40,MOTO,CG TITAN
1962,CONDUCTOR,Masculino,40,MOTO,CG TITAN
1963,PEATON,Masculino,45,PEATON,
1964,PEATON,Masculino,32,PEATON,
1965,PEATON,Masculino,22,PEATON,
1966,CONDUCTOR,Masculino,23,BICICLETA,NO HAY DATOS
1967,CONDUCTOR,Masculino,38,MOTO,YBR 125
1968,CONDUCTOR,Masculino,25,MOTO,110
1968,CONDUCTOR,Masculino,25,MOTO,110
1968,CONDUCTOR,Masculino,25,MOTO,110
1968,CONDUCTOR,Masculino,25,MOTO,110
1969,PEATON,Femenino,48,PEATON,
1970,PEATON,Femenino,70,PEATON,
1971,CONDUCTOR,Masculino,26,MOTO,CG TITAN
1972,PEATON,Masculino,43,PEATON,
1973,CONDUCTOR,Masculino,28,MOTO,NO HAY DATOS
1974,PEATON,Masculino,30,PEATON,
1975,PEATON,Femenino,62,PEATON,
1976,CONDUCTOR,Masculino,30,MOTO,FZ
1977,CONDUCTOR,Masculino,44,AUTO PARTICULAR,C3
1978,PASAJERO/ACOMPAÑANTE,Femenino,32,SIN DATOS,
1978,PASAJERO/ACOMPAÑANTE,Femenino,7,SIN DATOS,
1979,CONDUCTOR,Masculino,23,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FOCUS
1980,PEATON,Femenino,23,PEATON,
1981,CONDUCTOR,Masculino,60,AUTO PARTICULAR,SIENA
1982,PEATON,Masculino,21,PEATON,
1983,CONDUCTOR,Masculino,20,MOTO,NO HAY DATOS
1984,PASAJERO/ACOMPAÑANTE,Femenino,5,AUTO PARTICULAR,CORSA
1985,PEATON,Femenino,22,PEATON,
1986,CONDUCTOR,Masculino,23,MOTO,125
1987,CONDUCTOR,Masculino,36,AUTO PARTICULAR,Logan
1988,PEATON,Masculino,40,PEATON,
1989,CONDUCTOR,Masculino,23,MOTO,150 R
1990,CONDUCTOR,Masculino,33,MOTO,125
1991,PEATON,Masculino,76,PEATON,
1992,PEATON,Femenino,29,PEATON,
1993,PASAJERO/ACOMPAÑANTE,Femenino,42,TRANSPORTE PUBLICO,
1994,CONDUCTOR,Femenino,31,AUTO PARTICULAR,CIVIC
1995,CONDUCTOR,Masculino,22,AUTO PARTICULAR,SPIN
1996,CONDUCTOR,Masculino,21,MOTO,YBR 125
1997,PEATON,Femenino,31,PEATON,
1998,PEATON,Masculino,23,PEATON,
1999,CONDUCTOR,Masculino,32,AUTO PARTICULAR,12
2000,CONDUCTOR,Masculino,25,MOTO,CG TITAN
2001,PASAJERO/ACOMPAÑANTE,Femenino,18,AUTO PARTICULAR,GOL
2002,PEATON,Masculino,56,PEATON,
2003,PEATON,Femenino,30,PEATON,
2004,CONDUCTOR,Masculino,28,TAXI/REMIS,CORSA
2005,CONDUCTOR,Masculino,30,AUTO PARTICULAR,SIENA
2006,CONDUCTOR,Masculino,32,MOTO,YBR 125
2007,PEATON,Masculino,11,PEATON,
2008,CONDUCTOR,Masculino,52,MOTO,GMX
2009,PEATON,Femenino,56,PEATON,
2010,CONDUCTOR,Masculino,32,AUTO PARTICULAR,NO HAY DATOS
2011,CONDUCTOR,Masculino,29,AUTO PARTICULAR,PALIO
2012,CONDUCTOR,Masculino,29,MOTO,CG TITAN
2013,CONDUCTOR,Masculino,25,MOTO,NO HAY DATOS
2014,CONDUCTOR,Femenino,24,MOTO,RD 150
2015,CONDUCTOR,Masculino,60,MOTO,200
2016,PASAJERO/ACOMPAÑANTE,Masculino,29,SIN DATOS,
2017,PASAJERO/ACOMPAÑANTE,Femenino,43,TAXI/REMIS,SURAN
2018,PASAJERO/ACOMPAÑANTE,Femenino,71,SIN DATOS,
2018,PASAJERO/ACOMPAÑANTE,Femenino,63,SIN DATOS,
2019,PEATON,Masculino,21,PEATON,
2020,PEATON,Femenino,72,PEATON,
2021,CONDUCTOR,Masculino,24,MOTO,CG TITAN
2022,CONDUCTOR,Masculino,29,MOTO,NO HAY DATOS
2023,CONDUCTOR,Masculino,21,MOTO,FZ 16
2024,CONDUCTOR,Masculino,30,MOTO,NO HAY DATOS
2025,CONDUCTOR,Masculino,30,AUTO PARTICULAR,206
2026,PEATON,Masculino,33,PEATON,
2027,CONDUCTOR,Masculino,38,AUTO PARTICULAR,ESCORT
2028,PEATON,Masculino,58,PEATON,
2029,CONDUCTOR,Masculino,30,MOTO,150
2030,CONDUCTOR,Masculino,38,MOTO,NO HAY DATOS
2031,CONDUCTOR,Masculino,28,MOTO,WAVE
2032,CICLISTA,Femenino,19,BICICLETA,NO HAY DATOS
2033,PEATON,Femenino,27,PEATON,
2034,CICLISTA,Masculino,21,BICICLETA,NO HAY DATOS
2035,CONDUCTOR,Masculino,42,AUTO PARTICULAR,FOCUS
2036,CONDUCTOR,Masculino,999,VEHICULO OFICIAL,FOCUS
2037,CICLISTA,Femenino,23,BICICLETA,NO HAY DATOS
2038,PEATON,Masculino,12,PEATON,
2039,CONDUCTOR,Masculino,36,MOTO,NO HAY DATOS
2040,CONDUCTOR,Masculino,53,AUTO PARTICULAR,C3
2041,CONDUCTOR,Masculino,22,MOTO,NO HAY DATOS
2042,CONDUCTOR,Masculino,43,MOTO,125
2043,PASAJERO/ACOMPAÑANTE,Masculino,21,TRANSPORTE PUBLICO,
2044,CONDUCTOR,Masculino,57,AUTO PARTICULAR,FIESTA
2045,CONDUCTOR,Masculino,31,MOTO,CX 250
2046,CONDUCTOR,Masculino,36,MOTO,TORNADO
2047,PEATON,Femenino,56,PEATON,
2048,PEATON,Masculino,49,PEATON,
2049,PEATON,Femenino,45,PEATON,
2050,PEATON,Femenino,35,PEATON,
2051,CONDUCTOR,Femenino,58,MOTO,NO HAY DATOS
2052,CONDUCTOR,Masculino,32,AUTO PARTICULAR,KANGOO
2053,PEATON,Femenino,67,PEATON,
2054,CONDUCTOR,Masculino,44,MOTO,RX 150
2055,CONDUCTOR,Masculino,30,MOTO,MAX 110
2056,CONDUCTOR,Femenino,44,AUTO PARTICULAR,SIENA
2057,PEATON,Femenino,27,PEATON,
2058,PASAJERO/ACOMPAÑANTE,Masculino,41,TRANSPORTE PUBLICO,
2058,PASAJERO/ACOMPAÑANTE,Masculino,41,TRANSPORTE PUBLICO,
2059,PASAJERO/ACOMPAÑANTE,Femenino,28,SIN DATOS,
2060,CONDUCTOR,Femenino,28,MOTO,NO HAY DATOS
2061,CONDUCTOR,Masculino,53,CAMION,NO HAY DATOS
2062,CICLISTA,Masculino,36,BICICLETA,NO HAY DATOS
2063,CONDUCTOR,Masculino,29,MOTO,BROSS
2064,CONDUCTOR,Masculino,48,MOTO,CG TITAN 125
2065,PASAJERO/ACOMPAÑANTE,Masculino,23,MOTO,150
2066,PASAJERO/ACOMPAÑANTE,Masculino,23,MOTO,TWISTER
2067,CONDUCTOR,Masculino,45,CAMIONETA,CLIO
2067,CONDUCTOR,Femenino,56,AUTO PARTICULAR,SANDERO
2068,PEATON,Masculino,23,PEATON,
2069,CONDUCTOR,Masculino,28,MOTO,NO HAY DATOS
2070,PEATON,Masculino,22,PEATON,
2071,PASAJERO/ACOMPAÑANTE,Masculino,65,SIN DATOS,
2072,CONDUCTOR,Masculino,23,MOTO,YRB 125
2073,PEATON,Masculino,31,PEATON,
2074,PASAJERO/ACOMPAÑANTE,Femenino,16,AUTO PARTICULAR,ECO SPORT
2074,PASAJERO/ACOMPAÑANTE,Masculino,18,AUTO PARTICULAR,ECO SPORT
2075,PASAJERO/ACOMPAÑANTE,Masculino,26,MOTO,125
2076,CONDUCTOR,Masculino,35,MOTO,CG TITAN
2077,PASAJERO/ACOMPAÑANTE,Femenino,20,MOTO,CG  150 CC
2077,PASAJERO/ACOMPAÑANTE,Femenino,20,MOTO,CG  150 CC
2078,PEATON,Masculino,45,PEATON,
2079,CONDUCTOR,Masculino,21,MOTO,CB 1
2080,PEATON,Masculino,39,PEATON,
2081,PASAJERO/ACOMPAÑANTE,Femenino,65,TAXI/REMIS,NO HAY DATOS
2082,PEATON,Masculino,46,PEATON,
2083,CONDUCTOR,Masculino,23,MOTO,YBR 125
2084,CONDUCTOR,Femenino,22,AUTO PARTICULAR,CLIO
2084,CONDUCTOR,Masculino,22,AUTO PARTICULAR,ESCORT
2085,CONDUCTOR,Masculino,27,MOTO,110
2086,CONDUCTOR,Masculino,24,MOTO,YBR
2087,PEATON,Masculino,62,PEATON,
2088,PEATON,Femenino,88,PEATON,
2089,PEATON,Femenino,78,PEATON,
2090,PEATON,Femenino,41,PEATON,
2091,CONDUCTOR,Masculino,17,MOTO,NO HAY DATOS
2092,PEATON,Femenino,34,PEATON,
2093,CONDUCTOR,Masculino,23,AUTO PARTICULAR,PARTNER
2093,CONDUCTOR,Masculino,23,AUTO PARTICULAR,PARTNER
2094,CONDUCTOR,Masculino,28,MOTO,CG  150 TITAN
2095,CONDUCTOR,Masculino,26,MOTO,CG TITAN
2096,CONDUCTOR,Masculino,20,MOTO,ROUSER
2096,CONDUCTOR,Masculino,20,MOTO,ROUSER
2097,PEATON,Femenino,76,PEATON,
2098,CONDUCTOR,Masculino,25,UTILITARIO,PARTNER
2099,CONDUCTOR,Masculino,29,MOTO,CG
2100,PEATON,Masculino,30,PEATON,
2101,PEATON,Masculino,38,PEATON,
2102,CONDUCTOR,Masculino,23,MOTO,XTZ
2103,CONDUCTOR,Masculino,37,MOTO,RX 200
2104,PEATON,Femenino,27,SIN DATOS,
2105,CONDUCTOR,Masculino,50,MOTO,NO HAY DATOS
2106,PASAJERO/ACOMPAÑANTE,Femenino,19,AUTO PARTICULAR,SIENA
2107,PASAJERO/ACOMPAÑANTE,Masculino,58,SIN DATOS,
2108,PEATON,Femenino,78,PEATON,
2109,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
2110,CONDUCTOR,Masculino,25,MOTO,FZ
2111,CONDUCTOR,Masculino,27,MOTO,TWISTER
2112,CONDUCTOR,Masculino,34,TAXI/REMIS,PALIO
2112,CONDUCTOR,Masculino,61,AUTO PARTICULAR,CORSA
2113,CICLISTA,Masculino,23,BICICLETA,NO HAY DATOS
2114,CONDUCTOR,Masculino,60,AUTO (no se especifica si es particular o de alquiler),CORSA
2115,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
2116,CONDUCTOR,Masculino,50,MOTO,NO HAY DATOS
2117,CONDUCTOR,Masculino,16,MOTO,CG TITAN
2118,PASAJERO/ACOMPAÑANTE,Femenino,60,TRANSPORTE PUBLICO,
2118,PASAJERO/ACOMPAÑANTE,Femenino,60,TRANSPORTE PUBLICO,
2119,CICLISTA,Masculino,31,BICICLETA,XR 5000
2120,PASAJERO/ACOMPAÑANTE,Masculino,39,MOTO,NO HAY DATOS
2120,PASAJERO/ACOMPAÑANTE,Masculino,39,MOTO,NO HAY DATOS
2121,CONDUCTOR,Masculino,39,MOTO,NINJA
2121,CONDUCTOR,Masculino,28,TAXI/REMIS,CORSA
2122,CONDUCTOR + CICLISTA,Masculino,15,BICICLETA,NO HAY DATOS
2123,CONDUCTOR,Masculino,29,AUTO PARTICULAR,GOL
2123,PASAJERO/ACOMPAÑANTE,Masculino,51,AUTO PARTICULAR,GOL
2123,PASAJERO/ACOMPAÑANTE,Masculino,25,AUTO PARTICULAR,A1
2123,PASAJERO/ACOMPAÑANTE,Masculino,51,AUTO PARTICULAR,GOL
2123,CONDUCTOR,Masculino,25,AUTO PARTICULAR,A1
2123,PASAJERO/ACOMPAÑANTE,Masculino,25,AUTO PARTICULAR,A1
2124,CONDUCTOR,Masculino,21,MOTO,YBR 125
2125,CONDUCTOR,Masculino,50,AUTO PARTICULAR,GOL
2126,CONDUCTOR,Femenino,26,TAXI/REMIS,CORSA
2126,CONDUCTOR,Femenino,26,TAXI/REMIS,CORSA
2127,PEATON,Masculino,54,PEATON,
2128,PEATON,Femenino,75,PEATON,
2129,CONDUCTOR,Masculino,47,AUTO PARTICULAR,C3
2130,CONDUCTOR,Masculino,56,MOTO,250
2131,CONDUCTOR,Femenino,61,AUTO PARTICULAR,FIESTA
2132,CONDUCTOR,Masculino,25,MOTO,CG  150 TITAN
2133,PEATON,Femenino,35,MOTO,WAVE
2133,PASAJERO/ACOMPAÑANTE,Femenino,25,MOTO,WAVE
2133,CICLISTA,Masculino,20,BICICLETA,NO HAY DATOS
2133,PASAJERO/ACOMPAÑANTE,Femenino,25,MOTO,WAVE
2134,PASAJERO/ACOMPAÑANTE,Femenino,67,SIN DATOS,
2135,PASAJERO/ACOMPAÑANTE,Femenino,25,AUTO PARTICULAR,KA
2136,CONDUCTOR,No hay datos,999,MOTO,200
2137,PASAJERO/ACOMPAÑANTE,Masculino,38,MOTO,RX 150
2138,CONDUCTOR,Masculino,30,MOTO,ROUSER
2139,CONDUCTOR,Masculino,28,AUTO PARTICULAR,CLIO
2140,CONDUCTOR,Masculino,21,MOTO,WAVE
2141,PEATON,Masculino,32,PEATON,
2142,CONDUCTOR,Masculino,42,AUTO (no se especifica si es particular o de alquiler),ESCORT
2143,PASAJERO/ACOMPAÑANTE,Femenino,33,MOTO,STORM
2144,CONDUCTOR,Masculino,31,MOTO,CG  125
2145,PASAJERO/ACOMPAÑANTE,Femenino,25,MOTO,CG TITAN
2145,PASAJERO/ACOMPAÑANTE,Femenino,25,MOTO,CG TITAN
2146,CONDUCTOR,Masculino,22,MOTO,NO HAY DATOS
2147,PEATON,Femenino,3,PEATON,
2148,PEATON,Masculino,78,PEATON,
2149,CONDUCTOR,Masculino,35,AUTO PARTICULAR,ESCORT
2150,CONDUCTOR,Femenino,23,AUTO PARTICULAR,KA
2151,CICLISTA,Femenino,19,BICICLETA,NO HAY DATOS
2152,CONDUCTOR,Masculino,18,MOTO,STORM
2153,PEATON,Femenino,24,PEATON,
2154,PEATON,Masculino,43,PEATON,
2155,CONDUCTOR,Masculino,37,MOTO,YBR 125
2156,CONDUCTOR,Masculino,20,MOTO,250
2157,PEATON,Femenino,39,PEATON,
2157,PEATON,Femenino,33,PEATON,
2157,PEATON,Masculino,20,PEATON,
2157,PEATON,Femenino,24,PEATON,
2158,PEATON,Masculino,87,PEATON,
2159,PEATON,Masculino,17,PEATON,
2160,PEATON,Masculino,26,MOTO,YBR 125
2161,PASAJERO/ACOMPAÑANTE,Femenino,39,MOTO,XR 125
2162,PEATON,Femenino,64,PEATON,
2163,CONDUCTOR,Masculino,37,MOTO,125 CC
2164,CONDUCTOR,Masculino,37,MOTO,CG TITAN
2165,CICLISTA,Masculino,51,SIN DATOS,
2166,PEATON,Femenino,56,PEATON,
2167,CONDUCTOR,Masculino,24,MOTO,INVICTA
2168,CICLISTA,Femenino,25,BICICLETA,NO HAY DATOS
2169,CONDUCTOR,Masculino,26,MOTO,ECO 70
2170,PASAJERO/ACOMPAÑANTE,Femenino,50,SIN DATOS,
2171,CICLISTA,Femenino,25,BICICLETA,NO HAY DATOS
2172,CONDUCTOR,Masculino,32,MOTO,250
2173,CONDUCTOR,Masculino,61,MOTO,QUASAR
2174,CONDUCTOR,Masculino,49,MOTO,125
2175,CONDUCTOR,Masculino,21,MOTO,250
2176,PEATON,Masculino,81,PEATON,
2177,CICLISTA,Masculino,44,BICICLETA,NO HAY DATOS
2178,CONDUCTOR,Masculino,23,MOTO,YBR 125
2179,PASAJERO/ACOMPAÑANTE,Masculino,10,AUTO PARTICULAR,CORSA
2180,CONDUCTOR,Femenino,26,AUTO PARTICULAR,UP
2181,CONDUCTOR,Femenino,34,MOTO,NO HAY DATOS
2182,PEATON,Masculino,35,PEATON,
2183,PEATON,Masculino,42,PEATON,
2184,CONDUCTOR,Masculino,49,MOTO,NO HAY DATOS
2185,CONDUCTOR,Masculino,68,AUTO PARTICULAR,UNO
2186,PASAJERO/ACOMPAÑANTE,Masculino,10,AUTO PARTICULAR,CLIO
2187,CONDUCTOR,Masculino,27,MOTO,CG TITAN
2188,PEATON,Masculino,14,PEATON,
2189,CONDUCTOR,Masculino,49,MOTO,200
2190,PEATON,Masculino,13,PEATON,
2190,PEATON,Masculino,13,PEATON,
2191,CONDUCTOR,Masculino,40,MOTO,125
2192,CONDUCTOR,Femenino,51,AUTO PARTICULAR,SANDERO
2193,CONDUCTOR,Femenino,34,AUTO PARTICULAR,NO HAY DATOS
2193,CONDUCTOR,Femenino,34,AUTO PARTICULAR,NO HAY DATOS
2193,CONDUCTOR,Femenino,34,AUTO PARTICULAR,NO HAY DATOS
2194,CICLISTA,Masculino,30,SIN DATOS,
2195,CONDUCTOR,Masculino,39,MOTO,CUSTOM 150
2196,PEATON,Masculino,32,PEATON,
2197,PEATON,Masculino,33,PEATON,
2198,PEATON,Femenino,19,PEATON,
2199,CONDUCTOR,Masculino,28,MOTO,NO HAY DATOS
2199,CONDUCTOR,Masculino,28,MOTO,CG  125
2200,CONDUCTOR,Masculino,18,MOTO,CG TITAN
2201,PEATON,Femenino,24,PEATON,
2202,CONDUCTOR,Masculino,23,AUTO PARTICULAR,GOL
2203,CONDUCTOR,Masculino,34,MOTO,IBR 125
2204,PASAJERO/ACOMPAÑANTE,Femenino,60,TRANSPORTE PUBLICO,
2204,PASAJERO/ACOMPAÑANTE,Femenino,18,TRANSPORTE PUBLICO,
2204,PASAJERO/ACOMPAÑANTE,Femenino,57,TRANSPORTE PUBLICO,
2205,CONDUCTOR,Masculino,24,MOTO,INVICTA
2206,CONDUCTOR,Masculino,22,AUTO PARTICULAR,VOYAGE
2207,CONDUCTOR,Masculino,42,AUTO PARTICULAR,FIORINO
2207,CONDUCTOR,Masculino,42,AUTO PARTICULAR,FIORINO
2208,PEATON,Femenino,65,PEATON,
2209,CONDUCTOR,Masculino,33,MOTO,NO HAY DATOS
2210,PASAJERO/ACOMPAÑANTE,Femenino,24,MOTO,SLEEK
2210,PASAJERO/ACOMPAÑANTE,Femenino,24,MOTO,SLEEK
2211,CONDUCTOR,Masculino,19,MOTO,FZ 16
2212,PASAJERO/ACOMPAÑANTE,Femenino,49,TRANSPORTE PUBLICO,
2213,PASAJERO/ACOMPAÑANTE,Femenino,70,AUTO PARTICULAR,VOYAGE
2213,PASAJERO/ACOMPAÑANTE,Femenino,42,AUTO PARTICULAR,VOYAGE
2214,CONDUCTOR,Masculino,43,MOTO,XR 125
2215,CONDUCTOR,Masculino,20,MOTO,110
2216,PASAJERO/ACOMPAÑANTE,Femenino,52,AUTO PARTICULAR,FOCUS
2217,CONDUCTOR,Masculino,26,MOTO,NO HAY DATOS
